8.220906375214428863e+01,6.158296173940160045e+00,2.740000000000000213e-01,8.213207009087867050e+01,6.148149118160240789e+00,2.120000000000000218e-01,8.221464760916931880e+01,6.122775134377549833e+00,2.840000000000000302e-01,8.208605698574055509e+01,6.160837419793385727e+00,2.439999999999999947e-01,8.173446826034644630e+01,6.102889164970084934e+00,2.399999999999999911e-01
7.785083684553387684e+01,5.795346437176100096e+00,2.700000000000000178e-01,7.795598002926574566e+01,5.873761752612755238e+00,2.459999999999999964e-01,7.832593723783143957e+01,5.694130086714684680e+00,2.939999999999999836e-01,7.770332609114819888e+01,5.792420691988676040e+00,2.860000000000000320e-01,7.701937401141306339e+01,5.866847206610855459e+00,2.560000000000000053e-01
7.614384893567678603e+01,5.768061668903292194e+00,2.800000000000000266e-01,7.650788181858088421e+01,5.841797167225843523e+00,2.580000000000000071e-01,7.661790844182309002e+01,5.673496136477924168e+00,2.939999999999999836e-01,7.606503433000236214e+01,5.768546234285179430e+00,2.900000000000000355e-01,7.570048556506667126e+01,5.830770153269100753e+00,2.419999999999999929e-01
7.563456739366279180e+01,5.737832935946327595e+00,2.820000000000000284e-01,7.588489986742625604e+01,5.812861398523678780e+00,2.640000000000000124e-01,7.618108744603186722e+01,5.645890004272205331e+00,3.199999999999999512e-01,7.543186630623377198e+01,5.729423115003604572e+00,2.979999999999999871e-01,7.535709170910699584e+01,5.810434290518116107e+00,2.560000000000000053e-01
7.519901853149677606e+01,5.711422399448122356e+00,2.840000000000000302e-01,7.549642622404567760e+01,5.788708293430333995e+00,2.580000000000000071e-01,7.571561588725833758e+01,5.616989626125168833e+00,3.219999999999999529e-01,7.505351385039257650e+01,5.707976933738343917e+00,3.039999999999999925e-01,7.504758101512501867e+01,5.787685075660299105e+00,2.680000000000000160e-01
7.489105978909314842e+01,5.685424807696485061e+00,2.919999999999999818e-01,7.519401565664617237e+01,5.763407207770345764e+00,2.740000000000000213e-01,7.552235066419774512e+01,5.591377547502936807e+00,3.039999999999999925e-01,7.466924549489873186e+01,5.681461973360372397e+00,3.220000000000000084e-01,7.465405885771558303e+01,5.764383942694358609e+00,2.580000000000000071e-01
7.435084295274150179e+01,5.661135485000848178e+00,2.999999999999999889e-01,7.468489308354736522e+01,5.736426155309803931e+00,2.620000000000000107e-01,7.511552089687837963e+01,5.570700219703758727e+00,3.279999999999999583e-01,7.425986463500441914e+01,5.659020179565159125e+00,3.239999999999999547e-01,7.424611649176416961e+01,5.737520117859578050e+00,2.600000000000000089e-01
7.409912661806467327e+01,5.629290971311105451e+00,3.079999999999999960e-01,7.433438651358780191e+01,5.708889723743520328e+00,2.820000000000000284e-01,7.474089833539818528e+01,5.537902102351271338e+00,3.419999999999999707e-01,7.391489117996242442e+01,5.631615898597027048e+00,3.299999999999999600e-01,7.383521917418161706e+01,5.712935708247828259e+00,2.660000000000000142e-01
7.367319113471006631e+01,5.601589288731535277e+00,3.160000000000000031e-01,7.402242189740093181e+01,5.678558691214421472e+00,2.860000000000000320e-01,7.422866553503365594e+01,5.505653911204143824e+00,3.399999999999999689e-01,7.352291479427468346e+01,5.601149748700866127e+00,3.319999999999999618e-01,7.362005630270222412e+01,5.682505494783407940e+00,2.760000000000000231e-01
7.331285094954138515e+01,5.573674347197441037e+00,3.260000000000000120e-01,7.356643410100670621e+01,5.652087639947766640e+00,2.840000000000000302e-01,7.390622685618629362e+01,5.478541009230777803e+00,3.399999999999999689e-01,7.298649966148754231e+01,5.573689144480935553e+00,3.400000000000000244e-01,7.314101597430706647e+01,5.656926482629150321e+00,2.780000000000000249e-01
