9.367764817794821397e+01,7.146064538106733366e+00,1.120000000000000023e-01,9.341567499550734510e+01,7.153537721672027061e+00,6.199999999999999956e-02,9.370270715592587862e+01,7.146175168983875281e+00,7.799999999999999989e-02,9.384446389511754205e+01,7.160864579848281508e+00,8.400000000000000522e-02,9.441432803649340144e+01,7.148119492140452280e+00,8.999999999999999667e-02
9.283961817895266222e+01,7.121603487884770267e+00,1.340000000000000080e-01,9.294735911579323329e+01,7.129768317413680556e+00,6.400000000000000133e-02,9.298016904389101001e+01,7.119291314874810261e+00,9.199999999999999845e-02,9.290178043632805327e+01,7.130703006287518519e+00,1.219999999999999973e-01,9.291088409269015358e+01,7.127972227049360399e+00,1.100000000000000006e-01
9.252023327006291709e+01,7.100636843006354226e+00,1.400000000000000133e-01,9.261629145162433474e+01,7.112430696928946361e+00,7.000000000000000666e-02,9.261660097149170667e+01,7.098379798061740686e+00,1.239999999999999991e-01,9.254623877779599184e+01,7.108355842005366299e+00,1.000000000000000056e-01,9.252092373924364210e+01,7.111308212790276251e+00,1.059999999999999970e-01
9.223886233571698767e+01,7.081975189745949528e+00,1.340000000000000080e-01,9.236797161157392111e+01,7.097803160422038182e+00,6.400000000000000133e-02,9.239479405069225493e+01,7.080014396693011136e+00,1.239999999999999991e-01,9.229328868794794971e+01,7.089153805908504857e+00,1.020000000000000073e-01,9.223616335894527651e+01,7.095958164409623237e+00,1.040000000000000091e-01
9.199880108409803370e+01,7.065554756316418050e+00,1.300000000000000044e-01,9.215514722103203837e+01,7.085153349762109976e+00,6.600000000000000311e-02,9.223889909469023962e+01,7.063503332424229342e+00,1.199999999999999956e-01,9.208780792022928097e+01,7.073049753470560752e+00,1.040000000000000091e-01,9.202310271685405496e+01,7.083520258496347921e+00,1.040000000000000091e-01
9.178984986576918459e+01,7.049819032018341147e+00,1.380000000000000115e-01,9.199981150371253591e+01,7.073764037548273542e+00,6.800000000000000488e-02,9.207231292250406796e+01,7.048835694507648242e+00,1.179999999999999938e-01,9.190110528460256489e+01,7.058989872598916193e+00,1.079999999999999988e-01,9.181297307611276892e+01,7.071933017804839849e+00,1.000000000000000056e-01
9.157485712533417654e+01,7.035045953831360777e+00,1.380000000000000115e-01,9.187166023116924407e+01,7.064319971477294402e+00,6.600000000000000311e-02,9.192148708892625564e+01,7.035622281352801544e+00,1.020000000000000073e-01,9.175829900038696962e+01,7.047297216040630197e+00,1.040000000000000091e-01,9.167069300553863798e+01,7.062494481861672391e+00,1.039999999999999952e-01
9.151479069091762142e+01,7.022823556824668856e+00,1.459999999999999909e-01,9.174284809939533147e+01,7.056051796627701655e+00,6.800000000000000488e-02,9.181452149137267327e+01,7.024165025603345214e+00,1.239999999999999991e-01,9.161741587988822744e+01,7.036976323101081121e+00,1.100000000000000006e-01,9.152045042468714087e+01,7.053931461565621674e+00,1.079999999999999988e-01
9.132982998880706305e+01,7.010441203455370918e+00,1.539999999999999980e-01,9.159695122294338887e+01,7.048570698092042619e+00,6.800000000000000488e-02,9.170311596682860511e+01,7.014295043027450660e+00,1.179999999999999938e-01,9.150213212269379426e+01,7.028210779118531093e+00,1.020000000000000073e-01,9.136817154555778586e+01,7.045560621525013723e+00,1.040000000000000091e-01
9.120263957577904534e+01,6.998570200218241055e+00,1.600000000000000033e-01,9.153115833903613918e+01,7.042092133409459720e+00,7.599999999999999811e-02,9.161105623412422005e+01,7.004684219288530578e+00,9.600000000000000200e-02,9.137866926383732391e+01,7.020571870211200327e+00,1.040000000000000091e-01,9.128133206115161613e+01,7.038355334945683772e+00,1.060000000000000109e-01
