subject,color,bp,wp,response,rt,splitg,cnn_nll,n_pieces,cnn_0,cnn_1,cnn_2,cnn_3,cnn_4,cnn_5,cnn_6,cnn_7,cnn_8,cnn_9,cnn_10,cnn_11,cnn_12,cnn_13,cnn_14,cnn_15,cnn_16,cnn_17,cnn_18,cnn_19,cnn_20,cnn_21,cnn_22,cnn_23,cnn_24,cnn_25,cnn_26,cnn_27,cnn_28,cnn_29,cnn_30,cnn_31,cnn_32,cnn_33,cnn_34,cnn_35,prediction
0,0,000000000000000000000000000000000000,000000000000000000000000000000000000,11,7223,5,3.698342284781385,0,0.013283614072560783,0.008361755352039016,0.014197277359147649,0.02184016114794872,0.03032925983016052,0.02159807180562837,0.014719982341255192,0.008336271330351452,0.013796786738719325,0.004150417238999994,0.011247635601100028,0.024764545025575423,0.06406452021332237,0.14705955952846875,0.06494450956375754,0.024906775698493092,0.01181479584605396,0.004088735639926045,0.0039515073686872786,0.011346939134610488,0.02445871765595743,0.0636021949760286,0.14436043501382403,0.06316080115133091,0.024907169451850352,0.011359613205841062,0.004433177021491408,0.013652073402468505,0.007796825581272538,0.014233313720408518,0.020951220620971475,0.029892366402837028,0.0218862206241207,0.014536454509950192,0.00867466628800359,0.013291629536837664,13
1,1,000000000000000000000000000000000000,000000000001000000000000000000000000,24,5141,5,3.894594595334079,1,0.010916770298592745,0.014736570980894322,0.027534711896945178,0.02720401514176493,0.029560619073719725,0.01633706959544138,0.011433031992425237,0.005624243455006181,0.010376792958962855,0.005650284702481919,0.0194441153646976,0.0,0.09858497422846282,0.14525175908462687,0.05710575529300921,0.020390823085814743,0.009219899034998797,0.0026062768004141506,0.0041932242767437795,0.017022101511914932,0.04192248169909126,0.07813243313092788,0.1162669987820008,0.05668184653168591,0.020351623420055562,0.009975390986842216,0.003107918711780699,0.011258919050349295,0.011494585772120668,0.021083816554657294,0.020664665508709955,0.031142906620570353,0.018630677643369287,0.011536143900937601,0.0065367811672682975,0.008019771742715712,13
0,0,000000000001000000000000000000000000,000000000000000000000000100000000000,21,3154,5,2.6316019049414456,2,0.007436510900733276,0.011143336592806608,0.019248674177582453,0.02933901146100936,0.035420381883044756,0.018952638270625734,0.020988679721443578,0.007272234242374368,0.012849760415044861,0.0033914984699754585,0.012413768976145259,0.0,0.08394375685150134,0.10752307283723304,0.06758342537129364,0.027473865893523665,0.010623602892915873,0.0032743555824604263,0.0027509339054808276,0.013890198616470444,0.03440340696878881,0.07196309182482312,0.12594842767021322,0.09188421755304525,0.0,0.01720339046263574,0.005764554376719001,0.011021925184445516,0.008397001095618367,0.013185373972973924,0.0221716392266536,0.03504983080073338,0.026294222883153952,0.02105727357302104,0.01059578831652217,0.009540149028988023,22
1,1,000000000000000000000000100000000000,000000000001000000000100000000000000,31,5715,4,2.885014420628109,3,0.008218658135294581,0.014282437769441252,0.01671828878690604,0.03358804180699903,0.04197364559666884,0.028618268798926403,0.00925908462747206,0.006699716774355028,0.007359062120027133,0.0036355423710401477,0.014589358993053669,0.0,0.09987832028066787,0.13380231905117168,0.05864147551533242,0.03140086491396018,0.011441901103528346,0.0023700371225482803,0.0045739324653771675,0.014814134031105868,0.038170822243620395,0.0,0.13274552482416035,0.08401350259356725,0.0,0.016505527149927857,0.0034153054840014197,0.01162049613126155,0.01158738785613705,0.01648698570202562,0.03405182098250165,0.05585398408114422,0.026784147719756603,0.010173332698533316,0.00814340298147875,0.00858266928800787,13
0,0,000000000001000000000100000000000000,000000000000000000000000100000010000,14,6837,3,2.6057017688151345,4,0.010123826210091095,0.014669987311311404,0.019798840810311625,0.03576699851974046,0.04074544824057248,0.03638120791745348,0.02042459355453451,0.009622832200505973,0.011603180490144699,0.004358282943109432,0.017041954322218708,0.0,0.0803939852726062,0.11944164679898099,0.07385129247416285,0.03654689530212805,0.01468364061284996,0.0048548595655880855,0.004439148281245552,0.015479196783995447,0.04033184511627818,0.0,0.11757428352166203,0.08672669258626696,0.0,0.01564857815870829,0.004857066987333647,0.009992415575732173,0.010471003322215884,0.02015468445135054,0.03873674638851642,0.0,0.04457151482350166,0.02248681585250939,0.00923208755223812,0.008988448052135941,13
1,1,000000000000000000000000100000010000,000000000001001000000100000000000000,33,8987,3,3.927087558131488,5,0.007952200287713523,0.01544447901959374,0.02212634877849513,0.0456578392658619,0.04523814495153401,0.04459040653214222,0.024448089354137087,0.011393622032623903,0.010369597260081029,0.0033924330313779153,0.017505392074241632,0.0,0.1203415751812573,0.14603114204750364,0.0,0.04158895428115314,0.011231171753849854,0.003396011928631692,0.0038016435284821477,0.012715751870993166,0.038192722364418084,0.0,0.09644829439607634,0.09752512182597793,0.0,0.014086048932176985,0.00446061809874132,0.01154520138305755,0.008191176097620403,0.02192258858477373,0.04340388058536215,0.0,0.04081407746471606,0.01970096700033458,0.008757641849608932,0.007726858237462906,13
0,0,000000000001001000000100000000000000,000000000000000000000000100000010100,13,2020,4,2.0575992849453915,6,0.005664834502348242,0.008541168065755129,0.013203800703352524,0.03382317161146028,0.051981275211435383,0.030174205670336643,0.026742136370106084,0.013146901826021436,0.008772430057604025,0.0017713865147703021,0.010968445480503242,0.0,0.0886545950476434,0.12776031813940347,0.0,0.059443793225436976,0.015261478437926848,0.0026767598846130134,0.0029805207340932115,0.0142649246856308,0.03245576679016961,0.0,0.14986199708991468,0.11955435079165533,0.0,0.02276222743221599,0.004033242049235811,0.007359667994281759,0.00683629754109047,0.014349466942411852,0.04081958099851804,0.0,0.0565766831375772,0.0,0.02195540412325831,0.007603168941229963,22
1,1,000000000000000000000000100000010100,000000000001011000000100000000000000,12,4340,2,1.1290814130793747,7,0.0034337512319370825,0.00809523103143063,0.018848115071340866,0.03240982791105264,0.029348065698102055,0.03222681316651256,0.02060676177434548,0.0073898780392974575,0.005188511222998018,0.003447690483286146,0.024718467672592174,0.0,0.3233301268763125,0.0,0.0,0.13950631862628218,0.02187958145064565,0.0040644628127125835,0.0027849970865597533,0.00841648656003681,0.033673293728488124,0.0,0.03938761598886054,0.08832598821394537,0.0,0.015798703031608543,0.003013386992204118,0.005909181106378868,0.0055119506236206125,0.028543100720505865,0.04169702091729815,0.0,0.03837054396887471,0.0,0.009392073093125442,0.00468205489964539,12
0,0,000000000001011000000100000000000000,000000000000100000000000100000010100,29,9471,1,3.6409130635393985,8,0.00810916264320553,0.01762569475848741,0.02601202007560973,0.05184491791890774,0.05175480483158233,0.045340736905723884,0.025595270012339064,0.01417004948711282,0.010192087039065859,0.004068370382934399,0.01578450135121638,0.0,0.0,0.0,0.0,0.07870748651502196,0.018599096007007102,0.002987057587743712,0.004614268303806,0.019234847423008888,0.035309278537490885,0.0,0.13950391437962728,0.1376198306525867,0.0,0.025108874132074032,0.004304325261947166,0.009407732203676203,0.013587447793412732,0.026228384847352376,0.06142474430328358,0.0,0.10572906835939665,0.0,0.03499865548265974,0.012137372803719855,22
1,1,000000000000100000000000100000010100,000000000001011000000100000001000000,5,5049,3,2.4700474667933543,9,0.00835793278965182,0.018665961293317167,0.036201793638254834,0.07113302176750781,0.07462801316759701,0.08458084412482898,0.03232171496329132,0.016545094534465225,0.010020229854553489,0.004148926505970674,0.020029699862760337,0.0,0.0,0.0,0.0,0.0817062201192898,0.02488582993098366,0.007073964347998474,0.0042858590743819975,0.018196545664312655,0.05896081307745131,0.0,0.10863478962931807,0.12838829146777372,0.0,0.0191936773451452,0.006642163740338459,0.01118203522417413,0.011741148024970633,0.0,0.054678216201007344,0.0,0.06397961782053471,0.0,0.015037043122068793,0.008780552708052397,23
