8.346407462641600716e+01,6.340404529523629762e+00,2.100000000000000200e-01,8.330643611918476665e+01,6.271200984841083681e+00,1.659999999999999809e-01,8.325747695201017962e+01,6.241168529324871983e+00,2.020000000000000129e-01,8.319015398743401590e+01,6.332821695819279562e+00,1.980000000000000093e-01,8.311883147852130094e+01,6.306594050403880658e+00,1.779999999999999916e-01
8.196424597627552089e+01,6.250578892352208982e+00,2.459999999999999964e-01,8.094358257600428885e+01,6.045369649658103306e+00,2.359999999999999876e-01,8.105270710981456261e+01,5.968873534301782691e+00,2.860000000000000320e-01,8.139817583386809474e+01,6.218779510500292318e+00,2.419999999999999929e-01,8.140696470302461307e+01,6.195601072258392961e+00,2.220000000000000029e-01
8.075003979318255176e+01,6.135714929148440078e+00,2.680000000000000160e-01,7.843396850897669026e+01,5.884413014047790824e+00,2.319999999999999840e-01,7.898776814019042547e+01,5.773690553672079950e+00,2.880000000000000338e-01,7.999916483321264593e+01,6.054154050269682230e+00,2.199999999999999734e-01,7.996685485625201295e+01,6.040568213427841116e+00,2.459999999999999964e-01
7.924764425836147552e+01,5.934588492452627762e+00,2.520000000000000018e-01,7.737090824435405523e+01,5.858471263949407870e+00,2.280000000000000082e-01,7.784297569554992435e+01,5.714781258476040904e+00,3.039999999999999925e-01,7.829470753079330336e+01,5.895751177698588918e+00,2.640000000000000124e-01,7.839961837199770400e+01,5.931161998343314146e+00,2.560000000000000053e-01
7.767493706978007140e+01,5.834706240764390373e+00,2.600000000000000089e-01,7.691340510497538219e+01,5.840890461401240685e+00,2.260000000000000064e-01,7.724094225771470690e+01,5.688392950311798479e+00,3.079999999999999960e-01,7.728578319610254255e+01,5.830908483493496774e+00,2.820000000000000284e-01,7.738315724387828709e+01,5.883833919072189111e+00,2.540000000000000036e-01
7.702133662100962397e+01,5.813457402860282563e+00,2.540000000000000036e-01,7.671911334491068146e+01,5.830042693758187511e+00,2.299999999999999822e-01,7.688423954982340547e+01,5.670190886453471357e+00,3.060000000000000497e-01,7.664595213209130975e+01,5.792679410909074456e+00,2.900000000000000355e-01,7.669817208897390515e+01,5.864255553181502378e+00,2.620000000000000107e-01
7.659795156281842310e+01,5.781823675147307107e+00,2.620000000000000107e-01,7.632674485699047295e+01,5.816525069466131903e+00,2.319999999999999840e-01,7.658771261194506508e+01,5.655430357219060511e+00,3.060000000000000497e-01,7.622481861758562616e+01,5.771708195194316104e+00,2.840000000000000302e-01,7.638759155697431424e+01,5.851806748592490948e+00,2.680000000000000160e-01
7.625540621010723896e+01,5.776737533733735219e+00,2.660000000000000142e-01,7.615952903619979963e+01,5.809942325322067447e+00,2.320000000000000118e-01,7.650726905037788583e+01,5.642410308099930383e+00,3.060000000000000497e-01,7.585463035776172092e+01,5.752913669494894577e+00,2.940000000000000391e-01,7.618423975777569979e+01,5.841078652944824867e+00,2.439999999999999947e-01
7.600553272066264299e+01,5.759075923979977141e+00,2.660000000000000142e-01,7.602168836950590958e+01,5.795958797451762123e+00,2.260000000000000064e-01,7.628174341280492854e+01,5.619113509194546552e+00,3.039999999999999925e-01,7.571638511888099288e+01,5.744719332139838208e+00,2.980000000000000426e-01,7.596168585100380710e+01,5.834276898059458816e+00,2.680000000000000160e-01
7.589381864796334298e+01,5.748079940226224593e+00,2.660000000000000142e-01,7.582015276028474204e+01,5.785923028397751189e+00,2.319999999999999840e-01,7.618624310272647904e+01,5.622365475822256542e+00,2.920000000000000373e-01,7.543718788625180593e+01,5.730751901732549669e+00,3.059999999999999942e-01,7.582645273748526904e+01,5.828908013443494518e+00,2.439999999999999947e-01
7.575717869118614090e+01,5.743023322272605924e+00,2.700000000000000178e-01,7.571536490605410563e+01,5.774527633254299630e+00,2.339999999999999858e-01,7.612836709654577305e+01,5.609004832212237446e+00,2.980000000000000426e-01,7.524922995179151997e+01,5.711410394786737399e+00,3.020000000000000462e-01,7.558556550409538488e+01,5.820366182852605874e+00,2.399999999999999911e-01
7.564960183644879521e+01,5.732155066150371070e+00,2.660000000000000142e-01,7.550344791755419749e+01,5.766493831838040762e+00,2.359999999999999876e-01,7.586375291468804960e+01,5.582763359742354936e+00,3.159999999999999476e-01,7.517996282623366255e+01,5.701020393648667195e+00,3.039999999999999925e-01,7.555337975257330640e+01,5.815401040510256969e+00,2.419999999999999929e-01
